id,en,es,pt,pt_BR,fr,it,ca,de,ar,hi,zh_CN,ru,he,sv,da,
master,master,maestro,mestre,mestre,maîtriser,maestro,mestre,Meister,رئيسي - رئيس,स्वामी,主,мастер,המאסטר,bemästra,mestre,
match,match,igualar,corresponder,corresponder,rencontre,corrispondere,igualar,übereinstimmen,طابق,मैच,比赛,матч,התאמה,match,match,
maximize,maximize,maximizar,maximizar,maximizar,maximiser,massimizza,maximitzar,maximieren,كبِّر,अधिकतम,最大化,максимизировать,למקסם,maximera,maksimere,
memory,memory,memoria,memória,memória,Mémoire,memoria,memòria,Speicher,ذاكرة,याद,记忆,объем памяти,זיכרון,minne,hukommelse,
menu,menu,menú,menu,menu,menu,menù,menú,Menü,قائمة,मेन्यू,菜单,меню,תפריט,meny,menu,
merge,merge,fusionar,mesclar,mesclar,fusionner,fusione,fusionar,zusammenführen,إدمج,विलय,合并,сливаться,למזג,sammanfoga,fusionere,
message,message,mensaje,mensagem,mensagem,message,messaggio,missatge,Nachricht,رسالة,संदेश,信息,сообщение,הודעה,meddelande,besked,
method,method,método,método,método,méthode,metodo,mètode,Methode,طريقة,तरीका,方法,метод,שיטה,metod,metode,
minimize,minimize,minimizar,minimizar,minimizar,minimiser,minimizzare,minimitzar,Minimieren,صغِّر,छोटा करना,最小化,минимизировать,למזער,minimera,minimere,
mode,mode,modo,modo,modo,mode,modalità,manera,Modus,نمط - وضع,मोड,模式,Режим,מצב,läge,mode,
modem,modem,módem,modem,modem,modem,modem,mòdem,Modem,موديم,मोडम,调制解调器,модем,מודם,modem,modem,
moderator,moderator,moderador,moderador,moderador,modérateur,moderatore,moderador,Moderator,مشرف,मध्यस्थ,主席,Модератор,המנחה,moderator,moderator,
modify,modify,modificar,modificar,modificar,modifier,modifica,modificar,ändern,عدّل,संशोधित,修改,модифицировать,לשנות,ändra,modificere,
module,module,módulo,módulo,módulo,module,modulo,mòdul,Modul,وحدة,मॉड्यूल,模,модуль,מודול,modul,modul,
monitor,monitor,monitor,monitor,monitor,moniteur,schermo,monitor,Monitor,مراقب - مرقاب,मॉनिटर,监控,монитор,צג,övervaka,overvåge,
mosaic,mosaic,mosaico,mosáico,mosáico,mosaïque,mosaico,mosaic,Mosaik,فسيفساء,मौज़ेक,镶嵌,мозаика,פסיפס,mosaik-,mosaik,
motion,motion,señal,animação,animação,mouvement,movimento,senyal,Bewegung,حركة,प्रस्ताव,运动,движение,תנועה,rörelse,bevægelse,
mouse,mouse,ratón,mouse,mouse,Souris,mouse,ratolí,Maus,فأرة,माउस,老鼠,мышь,עכבר,mus,mus,
move,move,mover,mover,mover,bouge toi,movimento,moure,bewegen,انقل,चाल,移动,переехать,מהלך \ לזוז \ לעבור,flytta,bevæge sig,
multimedia,multimedia,multimedia,multimídia,multimídia,multimédia,multimedia,multimèdia,Multimedia,وسائط متعددة,मल्टीमीडिया,多媒体,мультимедиа,מולטימדיה,multimedia,multimedie,
multitasking,multitasking,multitarea,multitarefa,multitarefa,multi-tâches,multitasking,multitasca,Multitasking,تعدد المهام - تعدد المهمات,बहु कार्यण,多任务处理,многозадачность,ריבוי משימות,göra flera saker samtidigt,multitasking,
name,name,nombre,nome,nome,nom,nome,nom,Name,اسم,नाम,名称,название,שם,namn,navn,
named,named,nombrado,nomeado,nomeado,nommé,chiamato,nomenat,benannt,المسمى,नामित,命名,названный,בשם,som heter,som hedder,
navigation,navigation,navegación,navegação,navegação,navigation,navigazione,navegació,Navigation,تصفح,पथ प्रदर्शन,导航,навигация,ניווט,navigering,navigation,
navigator,navigator,navegador,navegador,navegador,navigateur,navigatore,navegador,Navigator,ملاح,नाविक,航海家,навигатор,נווט,navigatör,navigator,
network,network,red,rede,rede,réseau,rete,xarxa,Netzwerk,شبكة,नेटवर्क,网络,сеть,רשת,nätverk,netværk,
newsgroup,news group,grupo de noticias,grupo de notícia,grupo de notícia,newsgroup,newsgroup,grup de notícies,Newsgroup,مجموعة أخبار,समाचार समूह,新闻组,группа новостей,קבוצות דיון,nyhetsgrupp,nyhedsgruppe,
next,next,siguiente,próximo,próximo,suivant,prossimo,següent,weiter,التالي - تالي,आगामी,下一个,следующий,הבא,Nästa,Næste,
nickname,nick name,alias,apelido,apelido,surnom,nick,àlies,Spitzname,اسم مستعار,उपनाम,昵称,прозвище,כינוי,smeknamn,kaldenavn,
no,no,no,não,não,non,,no,Nein,لا,नहीं,没有,нет,לא,Nej,ingen,
node,node,nodo,nó,nó,nœud,nodo,node,(Netzwerk-) Knoten,عقدة - فرع,नोड,节点,узел,צומת,nod,node,
notation,notation,anotación,notação,notação,notation,notazione,anotació,Notation,تدوين,नोटेशन,符号,обозначение,סימון,notation,notation,
note,note,nota,observação,observação,Remarque,nota,nota,Notiz,ملاحظة,ध्यान दें,注意,нота,הערה,notera,Bemærk,
notebook,notebook,ordenador portátil,bloco de anotações,bloco de anotações,carnet,blocco note,ordinador portàtil,Notebook,حاسوب محمول,स्मरण पुस्तक,笔记本,ноутбук,מחברת,anteckningsbok,notesbog,
notification,notification,notificación,notificação,notificação,notification,notifica,notificació,Benachrichtigung,إعلام - التنبيه,अधिसूचना,通知,уведомление,הודעה,underrättelse,notifikation,
notify,notify,notificar,notificar,notificar,notifier,notificare,notificar,benachrichtigen,ابلاغ - تبليغ,सूचित करें,通知,поставить в известность,להודיע,anmäla,underrette,
null,null,inválido,nulo,nulo,null,null,invàlid,Null,منعدم - لاغي,शून्य,空值,ноль,ריק,null,nul,
number,number,número,número,número,nombre,numero,nombre,Zahl,رقم,संख्या,数,число,מספר,siffra,nummer,
numbering,numbering,numeración,,,numérotation,numerazione,numeració,Nummerierung,ترقيم,नंबरिंग,编号,нумерация,מספור,numrering,nummerering,
object,object,objeto,objeto,objeto,objet,oggetto,objecte,Objekt,كائن,वस्तु,宾语,объект,אובייקט,objekt,objekt,
occurrence,occurrence,incidencia,ocorrência,ocorrência,occurrence,occorrenza,incidència,Auftreten,حادثة - واقعة,घटना,发生,вхождение,התרחשות,förekomst,Hændelse,
octet,octet,octeto,octeto,octeto,octuor,ottetto,octet,Oktett,ثماني,ओकटेट,八位字节,октет,תַמנִית,oktett,oktet,
offline,offline,fuera de línea,offline,offline,hors ligne,disconnesso,fora de línia,offline,غير متصل,ऑफ़लाइन,离线,не в сети,לא מחובר,off-line,offline,
OK,OK,Aceptar,,,D'accord,OK,acceptar,OK,موافق - حسناً,ठीक,好,Хорошо,בסדר,ok,Okay,
ongoing,ongoing,en curso,,,en cours,in corso,en curs,laufend,جار,चल रही है,不断的,постоянный,מתמשך,pågående,igangværende,
online,online,en línea,online,online,en ligne,collegato,en línia,online,متصل,ऑनलाइन,线上,онлайн,באינטרנט,uppkopplad,online,
opacity,opacity,opacidad,opacidade,opacidade,opacité,opacità,opacitat,Deckkraft,عتمة,अस्पष्टता,不透明度,помутнение,אטים,opacitet,Gennemsigtighed,
opaque,opaque,opaco,opaco,opaco,opaque,opaco,opac,undurchsichtig,معتم,न झिल्लड़,不透明,непрозрачный,אטום,ogenomskinlig,uigennemsigtig,
open,open,abrir,abrir,abrir,ouvrir,apri,obrir,öffnen,افتح,खुला,打开,открыть,פתוח,öppna,åben,
operation,operation,operación,operação,operação,opération,operazione,operació,Vorgang,عملية,ऑपरेशन,手术,операция,פעולה,drift,operation,
option,option,opción,opção,opção,option,opzione,opció,Option,خيار - خيارات,विकल्प,选项,вариант,אפשרות,alternativ,mulighed,
optional,optional,opcional,opcional,opcional,facultatif,facoltativa,opcional,optional,أختياري,ऐच्छिक,可选的,необязательный,אופציונאלי,valfri,valgfri,
order,order,ordenar,ordem,ordem,ordre,ordine,ordenar,Reihenfolge,ترتيب,क्रम,订购,порядок,להזמין,ordning,bestille,
organize,organize,organizar,organizar,organizar,organiser,organizzare,organitzar,veranstalten,نظِّم,व्यवस्थित,组织,организовать,לארגן,organisera,organisere,
orientation,orientation,orientación,orientação,orientação,orientation,orientamento,orientació,Ausrichtung,إتجاه,उन्मुखीकरण,取向,ориентация,נטייה,orientering,orientering,
original,original,original,original,original,original,originale,original,Original,منشأ,मूल,原版的,оригинал,מקורי,original-,original,
outgoing,outgoing,que sale,partida,partida,sortant,in uscita,que surt,ausgehend,صادر - خارج,निवर्तमान,传出,исходящий,היוצא,utgående,udgående,
output,output,salida,saída,saída,sortie,output,sortida,Ausgabe,إخراج - خَرْج,उत्पादन,产量,выход,פלט,produktion,produktion,
overflow,overflow,desbordamiento,excedente,excedente,débordement,overflow,desbordament,Überlauf,فيض,बाढ़,溢出,переполнение,הצפה,svämma över,flyde over,
override,override,invalidar,substituir,substituir,passer outre,override,invalidar,außer Kraft setzen,تجاوز,ओवरराइड,覆盖,переопределение,לעקוף,åsidosätta,overstyring,
overwrite,overwrite,sobrescribir,sobrescrever,sobrescrever,écraser,sovrascrivi,sobreescriure,überschreiben,كتابة فوقية|كتابة على,ऊपर लिख,覆盖,затирать,לדרוס,skriva över,overskrive,
owner,owner,propietario,proprietário,proprietário,propriétaire,proprietario,propietari,Besitzer,مالك,मालिक,所有者,владелец,בעלים,ägare,ejer,
pack,pack,empaquetar,pacote,pacote,pack,pacco,empaquetar,packen,تحزيم,पैक,包,пак,חבילה,packa,pakke,
package,package,paquete,pacote,pacote,paquet,imballaggio,paquet,Paket,حزمة,पैकेज,包,пакет,חבילה,paket,pakke,
packet,packet,paquete,pacote,pacote,paquet,pacchetto,paquet,(Daten-)Paket,رزمة,पैकेट,包,пакет,מנות,paket,pakke,
padding,padding,relleno,preenchimento,preenchimento,rembourrage,spaziatura,farcit,Randabstand,حشو,गद्दी,填充,набивка,ריפוד,stoppning,polstring,
page,page,página,página,página,page,pagina,pàgina,Seite,صفحة,पृष्ठ,页,страница,עמוד,sida,side,
pagination,pagination,paginación,paginação,paginação,pagination,paginatura,paginació,Seitennummerierung,ترقيم الصفحات,पृष्ठ पर अंक लगाना,分页,пагинация,דִפּוּף,paginering,paginering,
paint,paint,pintar,pintar,pintar,peindre,disegnare,pintar,Farbe,دهن - صباغة - رسم,रंग,涂料,покрасить,לצבוע,måla,maling,
pair,pair,par,par,par,paire,coppia,parell,Paar,زوج,जोड़ा,对,пара,זוג,par,par,
palette,palette,paleta,paleta,paleta,palette,tavolozza,paleta,(Farb-)Palette,مسطرة الألوان - لوحة ألوان,पैलेट,调色板,палитра,צבעים,palett,palet,
panel,panel,panel,painel,painel,panneau,pannello,panell,Kontrollleiste,لوحة - لوحة التحكم,पैनल,面板,панель,פאנל,panel,panel,
parallel,parallel,paralelo,paralelo,paralelo,parallèle,parallelo,paral·lel,parallel,متوازي - موازي,समानांतर,平行,параллельно,במקביל,parallell,parallel,
parameter,parameter,parámetro,parâmetro,parâmetro,paramètre,parametro,paràmetre,Parameter,معامل,पैरामीटर,参数,параметр,פרמטר,parameter,parameter,
parcel,parcel,paquete,parcela,parcela,parcelle,pacco,paquet,Paket,رزمة - طرد,पार्सल,包,посылка,חבילה,paket,parcel,
parent,parent,matriz,pai,pai,parent,genitore,matriu,Vorgänger,أصلي - رئيسي,माता-पिता,亲,родитель,הורה,förälder,forælder,
parity,parity,paridad,paridade,paridade,parité,parità,paritat,Gradzahligkeit,إزدواج - تعادل,समानता,平价,соотношение,זוגי,paritet,paritet,
parse,parse,analizar,analisar,analisar,analyser,analizzare,analitzar,analysieren,تحليل - إعراب,पार्स,解析,разбор,לנתח,parse,parse,
partition,partition,partición,partição,partição,cloison,partizione,partició,Aufteilung,قسم - تقسيم,विभाजन,划分,раздел,מחיצה,dela,skillevæg,
pass,pass,contraseña,passar,passar,passer,passare,contrasenya,bestehen,مرر,उत्तीर्ण करना,通过,проходить,עובר,passera,passere,
password,password,contraseña,senha,senha,mot de passe,password,contrasenya,Passwort,كلمة سر,पारण शब्द,密码,пароль,סיסמה,Lösenord,adgangskode,
paste,paste,pegar,colar,colar,coller,incolla,enganxar,Einfügen,لصق,पेस्ट,糊,вставить,הדבק,klistra,sæt ind,
patchnoun,patch (noun),parche,correção (substantivo),correção (substantivo),patchnoun,toppa (nome),pegat,Patch,حزمة (اسم),patchnoun,patchnoun,patchnoun,patchnoun,patchnoun,patchnoun,
patchverb,patch (verb),parche,corrigir (verbo),corrigir (verbo),patchverb,correggere (verbo),pegat,ausbessern,احزم (فعل),patchverb,patchverb,patchverb,patchverb,patchverb,patchverb,
path,path,ruta,caminho,caminho,chemin,percorso,ruta,Pfad,مسار,पथ,路径,дорожка,נתיב,väg,sti,
pattern,pattern,modelo,padrão,padrão,modèle,pattern,model,Muster,نمط,पैटर्न,图案,шаблон,דפוס,mönster,mønster,
pause,pause,pausa,pausar,pausar,pause,pausa,pausa,Pause,اوقف مؤقتاً,ठहराव,暂停,Пауза,הפסקה,paus,pause,
peripheral,peripheral,periférico,periférico,periférico,périphérique,periferica,perifèric,Peripheriegerät,طرفي,परिधीय,外围设备,периферический,היקפי,kringutrustning,perifer,
permanent,permanent,permanente,permanente,permanente,permanent,permanente,permanent,dauerhaft,دائم,स्थायी,常驻,постоянный,קבוע,permanent,permanent,
permission,permission,permiso,permissão,permissão,autorisation,permesso,permís,Berechtigung,إذن - صلاحية,अनुमति,允许,разрешение,רשות,lov,tilladelse,
permutation,permutation,permutación,permutação,permutação,permutation,permutazione,permutació,Permutation,مبادلة,परिवर्तन,排列,перестановка,חִלוּף,permutation,permutation,
physical,physical,físico,físico,físico,physique,fisica,físic,physikalisch,حسي - ملموس,भौतिक,物理,физическое,פיזי,fysisk,fysisk,
picture,picture,dibujo,imagem,imagem,image,immagine,dibuix,Bild,صورة,चित्र,图片,картина,תמונה,bild,billede,
pipe,pipe,conducción,,,tuyau,tubo,conducció,Umleitung,أنبوب,पाइप,管,труба,צינור,rör,rør,
pixel,pixel,píxel,pixel,pixel,pixel,pixel,píxel,Pixel,بكسل,पिक्सेल,像素,пиксель,פיקסל,pixel,pixel,
placement,placement,colocación,,,placement,posizionamento,col·locació,Platzierung,موضع,प्लेसमेंट,放置,размещение,מיקום,placering,placering,
plain,plain,plano,simples,simples,plaine,semplice,pla,schlicht,مجرد - عادي,मैदान,川,гладкий,מישור,enkel,almindeligt,
plotverb,plot (verb),trazar,,,plotverb,tracciare (verbo),traçar,(ein-)zeichnen,خطط - تخطيط (فعل),plotverb,plotverb,plotverb,plotverb,plotverb,plotverb,
plotter,plotter,trazador de gráficos,,,traceur,plotter,traçador de gràfics,Zeichengerät,خطاط - رسام,द्रोह करनेवाला,绘图仪,плоттер,תַוְיָן,plotter,plotter,
plugin,plugin,complemento,plug-in,plug-in,brancher,plugin,complement,Plugin,ملحق - إضافة مدمجة,लगाना,插入,плагин,חיבור,plugin,plugin,
popup,pop up,pop up,,,apparaitre,popup,pop up,(plötzlich) erscheinen,منبثق,पॉप अप,弹出,неожиданно возникнуть,קופץ,dyka upp,pop op,
port,port,puerto,porta,porta,Port,porto,port,Port,منفذ - مدخل,बंदरगाह,港口,порт,נמל,hamn,Havn,
position,position,posición,posição,posição,position,posizione,posició,Position,موقع - مكان,पद,位置,позиция,עמדה,placera,position,
post,post,enviar,publicar,publicar,poster,post,enviar,,ارسل,पद,岗位,сообщение,הודעה,posta,stolpe,
preferences,preferences,preferencias,preferências,preferências,préférences,preferenze,preferències,Einstellungen,تفضيلات,पसंद,喜好,предпочтения,העדפות,preferenser,præferencer,
prepare,prepare,preparar,preparar,preparar,préparer,preparare,preparar,vorbereiten,حضِّر,तैयार करना,准备,подготовить,הכן,förbereda,forberede,
presentation,presentation,presentación,apresentação,apresentação,présentation,presentazione,presentació,Präsentation,عرض تقديمي,प्रदर्शन,介绍,презентация,מצגת,presentation,præsentation,
press,press,pulsar,pressionar,pressionar,presse,stampa,prémer,drücken,اضغط,दबाएँ,按,Нажмите,ללחוץ,Tryck,trykke,
prevent,prevent,prevenir,,,prévenir,previeni,prevenir,vermeiden,اتقي - تجنب,रोकना,防止,предотвращать,למנוע,förhindra,forhindre,
preview,preview,previsualización,visualizar,visualizar,Aperçu,anteprima,vista prèvia,Vorschau,معاينة,पूर्वावलोकन,预习,предварительный просмотр,תצוגה מקדימה,förhandsvisning,forhåndsvisning,
primary,primary,primario,primário,primário,primaire,primaria,primari,primär,أساسي - أولي,मुख्य,主,первичный,ראשוני,primär,primær,
principal,principal,principal,principal,principal,principal,capo,principal,Auftraggeber,رئيسي - أساسي,प्रधान अध्यापक,主要,главный,המנהלת,rektor,rektor,
print,print,imprimir,imprimir,imprimir,impression,stampa,imprimir,drucken,اطبع,छाप,打印,Распечатать,הדפס,skriva ut,Print,
printer,printer,impresora,impressora,impressora,imprimante,stampante,impressora,Drucker,طابعة,मुद्रक,打印机,принтер,מדפסת,skrivare,printer,
priority,priority,prioridad,prioridade,prioridade,priorité,priorità,prioritat,Priorität,أولوية,प्राथमिकता,优先,приоритет,עדיפות,prioritet,prioritet,
privacy,privacy,privacidad,privacidade,privacidade,intimité,riservatezza,privacitat,Privatsphäre,خصوصية,एकांत,隐私,Конфиденциальность,הפרטיות,Integritet,privatliv,
private,private,privado,particular,particular,privé,privato,privat,privat,خاص,निजी,私人的,частный,פרטים,privat,privat,
privilege,privilege,privilegio,privilégio,privilégio,privilège,privilegio,privilegi,Berechtigung,امتياز,विशेषाधिकार,特权,привилегия,פריבילגיה,privilegium,privilegium,
procedure,procedure,procedimiento,procedimento,procedimento,procédure,procedura,procediment,Prozedur,إجراء,प्रक्रिया,程序,процедура,תהליך,procedur,procedure,
process,process,proceso,processo,processo,processus,processo,procés,verarbeiten,عملية,प्रक्रिया,处理,процесс,תהליך,bearbeta,behandle,
processor,processor,procesador,processador,processador,processeur,processore,processador,Prozessor,معالج,प्रोसेसर,处理器,процессор,מעבד,processor,processor,
product,product,producto,produto,produto,produit,prodotto,producte,Produkt,منتج,उत्पाद,产品,товар,מוצר,produkt,produkt,
profile,profile,perfil,perfil,perfil,profil,profilo,perfil,Profil,تشكيل جانبي,प्रोफ़ाइल,轮廓,профиль,פרופיל,profil,profil,
program,program,programa,programa,programa,programme,programma,programa,Programm,برنامج,कार्यक्रम,程序,программа,תכנית,program,program,
programmer,programmer,programador,programador,programador,programmeur,programmatore,programador,Programmierer,مبرمج,प्रोग्रामर,程序员,программист,מתכנת,programmerare,programmør,
project,project,proyecto,projeto,projeto,projet,progetto,projecte,Projekt,مشروع,परियोजना,项目,проект,פרויקט,projekt,projekt,
prompt,prompt,prompt,,,rapide,riga di comando,prompt,Kommandozeile,محث,शीघ्र,提示,незамедлительный,הפקודה,prompt,hurtig,
property,property,propiedad,propriedade,propriedade,propriété,proprietà,propietat,Eigenschaft,ملكية - خاصية,संपत्ति,属性,имущество,נכס,fast egendom,ejendom,
proprietary,proprietary,propietario,proprietário,proprietário,propriétaire,proprietario,propietari,proprietär,خاص - مملوك,मालिकाना,所有权,патентованный,קנייני,Proprietär,proprietære,
protect,protect,proteger,proteger,proteger,protéger,proteggi,protegir,(be-)schützen,احمي,रक्षा करना,保护,защищать,להגן,skydda,beskytte,
protection,protection,protección,proteção,proteção,protection,protezione,protecció,Schutz,حماية,सुरक्षा,保护,защита,הגנה,skydd,beskyttelse,
protocol,protocol,protocolo,protocolo,protocolo,protocole,protocollo,protocol,Protokoll,بروتوكول - ميفاق,मसविदा बनाना,协议,протокол,פרוטוקול,protokoll,protokol,
provide,provide,proveer,,,fournir,fornire,proveir,bereitstellen,وفر,प्रदान करें,提供,предоставлять,לספק,förse,give,
provider,provider,proveedor,fornecedor,fornecedor,fournisseur,provider,proveïdor,Anbieter,مزود - موفر,प्रदाता,提供商,поставщик,ספקית,leverantör,udbyder,
proxy,proxy,proxy,proxy,proxy,Procuration,proxy,intermediari,Proxy-Server,بروكسي - وسيط,प्रतिनिधि,代理,полномочие,פרוקסי,ombud,proxy,
public,public,público,público,público,Publique,pubblico,públic,öffentlich,عام - عمومي,जनता,上市,общественности,הציבור,offentlig,offentlig,
publish,publish,publicar,publicar,publicar,publier,pubblicare,publicar,veröffentlichen,انشر,प्रकाशित करना,发布,публиковать,לפרסם,publicera,offentliggøre,
pull,pull,tirar,,,tirez,tira,llençar,ziehen,اسحب - جر,खींचें,拉,вытащить,למשוך,dra,trække,
push,push,empujar,,,pousser,premere,empènyer,drücken,ادفع,धक्का दें,推,От себя,דחיפה,tryck,skubbe,
quality,quality,calidad,qualidade,qualidade,qualité,qualità,qualitat,Qualität,جودة,गुणवत्ता,质量,качественный,איכות,kvalitet,kvalitet,
quantity,quantity,cantidad,quantidade,quantidade,quantité,quantità,quantitat,Menge,كمية,मात्रा,数量,количество,כמות,kvantitet,antal,
quarantine,quarantine,cuarentena,quarentena,quarentena,quarantaine,quarantena,quarantena,Quarantäne,حجر صحي - عزل,कोरांटीन,隔离,карантин,סגר,karantän,karantæne,
query,query,consulta,consultar,consultar,question,interrogazione,consulta,Anfrage,استعلام,सवाल,询问,запрос,שאילתא,fråga,forespørgsel,
queue,queue,cola,fila,fila,queue,accoda,cua,Warteschlange,طابور,पंक्ति,队列,очередь,תור,kö,kø,
quit,quit,salir,sair,sair,quitter,esci,sortir,beenden,مغادرة,छोड़ना,放弃,уволиться,להתפטר,sluta med,Afslut,
quota,quota,cuota,cota,cota,quota,cita,quota,Kontingent,حصة - نصيب,कोटा,配额,квота,מכסת,kvot,kvota,
quotation,quotation,cita,citação,citação,devis,citazione,cita,Zitierung,اقتباس,उद्धरण,行情,цитата,ציטוט,citat,citat,
quote,quote,citar,citação,citação,citation,virgolette,citar,Zitat,اقتبس,उद्धरण,引用,котировка,ציטוט,Citat,citere,
raise,raise,alcanzar,aumentar,aumentar,élever,alzare,assolir,erhöhen,رفع,उठाना,提高,повышение,לגייס,höja,hæve,
random,random,aleatorio,aleatório,aleatório,au hasard,casuale,aleatori,Zufall,عشوائي,बिना सोचे समझे,随机,случайный,אקראי,slumpmässig,tilfældig,
range,range,área,intervalo,intervalo,intervalle,intervallo,àrea,Distanz,مجال,रेंज,范围,спектр,טווח,räckvidd,rækkevidde,
rate,rate,valorar,taxa,taxa,taux,tasso,valorar,Rate,معدل - سرعة,मूल्यांकन करें,率,темп,ציון,Betygsätta,sats,
ratio,ratio,ratio,relação,relação,rapport,rapporto,ràtio,Verhältnis,نسبة,अनुपात,比,соотношение,יחס,förhållande,forhold,
raw,raw,crudo,bruto,bruto,brut,grezzo,cru,roh,خام,कच्चा,生的,сырье,גלם,rå,rå,
ray,ray,rayo,raio,raio,rayon,raggio,llamp,Strahl,شعاع,रे,射线,луч,ray,stråle,ray,
reachable,reachable,alcanzable,,,accessible,raggiungibile,assolible,erreichbar,في متناول اليد,पहुंच योग्य,到达,достижимый,נגיש,nåbar,nås,
read,read,leer,ler,ler,lis,lettura,llegir,Lese,اقرأ,पढ़ना,读,читать,לקרוא,läsa,Læs,
readonly,read only,sólo de lectura,somente leitura,somente leitura,lecture seulement,a sola lettura,només de lectura,nur lesbar,للقراءة فقط,सिफ़ पढ़िये,只读,только для чтения,לקריאה בלבד,readonly,Læs kun,
readable,readable,leíble,,,lisible,leggibile,llegible,lesbar,مقروء,पठनीय,可读,удобочитаемый,קריא,läsbar,læselig,
ready,ready,preparado,ready,ready,prêt,pronto,preparat,bereit,جاهز,तैयार,准备,готовы,מוכן,redo,parat,
real,real,real,real,real,réal,reale,real,real,حقيقي,असली,真实,реальный,אמיתי,verklig,ægte,
reboot,reboot,reiniciar,reiniciar,reiniciar,reboot,riavvia,reiniciar,Neustart,إعادة تشغيل,रिबूट,重启,перезагружать,אתחול מחדש,omstart,genstart,
receipt,receipt,recibo,recibo,recibo,le reçu,ricevuta,rebut,Empfangsbestätigung,توصيل,रसीद,收据,чек,קבלה,mottagande,Kvittering,
receive,receive,recibir,receber,receber,recevoir,ricevere,rebre,empfangen,استقبال,प्राप्त करना,接收,Получать,מקבל,motta,modtage,
recognition,recognition,reconocimiento,reconhecimento,reconhecimento,reconnaissance,riconoscimento,reconeixement,Bestätigung,تعرف - تقدير,मान्यता,承认,признание,הכרה,igenkännande,anerkendelse,
reconnect,reconnect,reconectar,reconectar,reconectar,reconnecter,riconnetti,reconnectar,Erneut verbinden,اعد الاتصال,फिर से कनेक्ट,重新连接,воссоединиться,חבר מחדש,återansluta,tilslut,
record,record,grabación,registro,registro,record,registrazione,gravació,Aufnahme,سجل,अभिलेख,记录,запись,תקליט,spela in,optage,
recordverb,record (verb),grabar,registrar (verbo),registrar (verbo),recordverb,registrare,gravar,aufnehmen,سجل (فعل),recordverb,recordverb,recordverb,recordverb,recordverb,recordverb,
recover,recover,recuperar,recuperar,recuperar,récupérer,recupera,recuperar,wiederherstellen,استرجع - استرد,की वसूली,恢复,оправляться,לשחזר,ta igen sig,gendanne,
recovery,recovery,recuperación,recuperação,recuperação,récupération,recuperare,recuperació,Wiederherstellung,استراجاع - استرداد,वसूली,复苏,восстановление,התאוששות,återhämtning,genopretning,
recursion,recursion,recursividad,recursão,recursão,récursion,ricorsione,recursivitat,Rekursion,معاودة- تكرار,प्रत्यावर्तन,递归,рекурсия,רקורסיה,rekursion,rekursion,
recursive,recursive,recursivo,recursivo,recursivo,récursif,ricorsivo,recursiu,Unterordner einbeziehen,تكراري,पुनरावर्ती,递归,рекурсивный,רקורסיבית,rekursiv,rekursive,
redirect,redirect,redireccionar,redirecionar,redirecionar,réorienter,redirezione,redireccionar,weiterleiten,إعادة توجيه,अनुप्रेषित,重定向,переадресовывать,הפניה,dirigera om,omdirigere,
redo,redo,rehacer,refazer,refazer,refaire,ripeti,refer,wiederholen,تكرار,फिर से करना,重做,переделывать,שוב,göra om,redo,
reduce,reduce,reducir,reduzir,reduzir,réduire,riduci,reduir,reduzieren,انقص,को कम,降低,уменьшить,להפחית,minska,reducere,
reduction,reduction,reducción,redução,redução,réduction,riduzione,reducció,Abnahme,انقاص - نقص,कमी,减少,сокращение,הפחתה,minskning,reduktion,
redundant,redundant,redundante,redundante,redundante,redondant,ridondante,redundant,überflüssig,متعدد,निरर्थक,冗,избыточный,מיותר,överflödig,overflødig,
reference,reference,referencia,referência,referência,référence,relazione,referència,Verweis,مرجع,संदर्भ,参考,ссылка,התייחסות,referens,reference,
referer,referer,referente,referer,referer,referer,referente,referent,referieren,دال,संदर्भित,引荐,реферер,המפנה,referer,referer,
referral,referral,referencia,referência,referência,référence,reinvio,referència,Referenz,إحالة,रेफरल,转诊,направления,הפניה,remiss,henvisning,
reflexive,reflexive,reflexivo,reflexivo,reflexivo,réfléchi,riflessivo,reflexiu,reflexiv,انعكاسي - عاكس,कर्मकर्त्ता,反思,возвратный,רפלקסיבי,reflexiv,refleksiv,
refresh,refresh,actualizar,atualizar,atualizar,rafraîchir,aggiorna,actualitzar,aktualisieren,إنعاش - اعادة تحميل,ताज़ा करना,刷新,обновление,רענון,refresh,Opdater,
refuse,refuse,rechazar,recusar,recusar,refuser,rifiuta,rebutjar,zurückweisen,ارفض,इनकार,垃圾,отказаться,מסרב,vägra,nægte,
regenerate,regenerate,regenerar,regenerado,regenerado,régénérer,rigenerare,regenerar,erneuern,إعادة توليد,पुनर्जन्म,再生,регенерировать,להתחדש,regenerera,regenerere,
register,register,registrar,registrar,registrar,registre,registra,registrar,registrieren,سجل,रजिस्टर,寄存器,регистр,הירשם,Registrera,Tilmeld,
registration,registration,inscripción,registro,registro,enregistrement,registrazione,inscripció,Registrierung,تسجيل,पंजीकरण,注册,постановка на учет,רישום,registrering,registrering,
registry,registry,registro,registro,registro,enregistrement,registro,registre,Register,مسجل - سِجْل,रजिस्ट्री,注册处,реестр,רישום,register,register,
regular,regular,regular,regular,regular,ordinaire,regolare,regular,regelmäßig,منتظم - عادي,नियमित,定期,регулярный,רגיל,regelbunden,fast,
regulate,regulate,regular,regular,regular,réglementer,regola,regular,regulieren,نَظِّم,विनियमित,调节,регулировать,להסדיר,reglera,regulere,
