id,en,es,pt,de,fr,it,ar,hi,pt_BR,zh_CN,ru
submit,submit,enviar,enviar,absenden,soumettre,invia,أرسل,,enviar,,Отправить
subscribe,subscribe,suscribirse,assinar,anmelden,souscrire,iscriviti,سجل - اشترك,,assinar,,подписываться
subscription,subscription,suscripción,assinatura,Abonnement,abonnement,iscrizione,اشتراك,,assinatura,,подписка
subtract,subtract,sustraer,subtrair,abziehen,soustraire,sottrai,طرح,,subtrair,,вычитать
succeed,succeed,con éxito,,erfolgreich sein,réussir,,نجاح,,,,добиться успеха
suggest,suggest,sugerir,,vorschlagen,suggérer,,اقترح,,,,предложить
suggestion,suggestion,sugerencia,sugestão,Vorschlag,suggestion,suggerimento,اقتراح,,sugestão,,предложение
sumnoun,sum (noun),suma,,Summe,sumnoun,somma,مجموع (اسم),,,,sumnoun
sumverb,sum (verb),sumar,somar (verbo),addieren,sumverb,sommare,جمع (فعل),,somar (verbo),,sumverb
summary,summary,sumario,sumário,Zusammenfassung,résumé,sommario,ملخص,,sumário,,резюме
support,support,soporte,suporte,Unterstützung,soutien,supporto,دعم,,suporte,,служба поддержки
surface,surface,superfície,superfície,Fläche,surface,superficie,سطح - مساحة,,superfície,,поверхность
suspend,suspend,suspender,suspender,Ruhezustand,suspendre,sospendi,تعليق,,suspender,,приостановить
suspicious,suspicious,sospechoso,,verdächtig (adj.),méfiant,sospetto,مشكوك فيه,,,,подозрительный
swap,swap,intercambiar,troca,auslagern (verb),échanger,swap,تبديل,,troca,,своп
switch,switch,opción,alternar,umschalten (verb),commutateur,,حول,,alternar,,переключатель
symbol,symbol,símbolo,símbolo,Symbol,symbole,simbolo,رمز,,símbolo,,условное обозначение
synchronize,synchronize,sincronizar,sincronizar,Synchronisieren,synchroniser,sincronizza,تزامن,,sincronizar,,синхронизировать
syntax,syntax,sintaxis,sintaxe,Syntax,syntaxe,sintassi,صياغة - بناء,,sintaxe,,синтаксис
system,system,sistema,sistema,System,système,sistema,نظام,,sistema,,система
tab,tab,pestaña,aba,Tabulator,languette,tab,لسان,,aba,,табуляция
table,table,tabla,tabela,Tabelle,table,tabella,جدول,,tabela,,Таблица
tag,tag,etiqueta,etiqueta,Etikette,étiquette,tag,وسم - علامة,,etiqueta,,тег
target,target,destino,destino,Ziel,cible,,هدف - مستهدف,,destino,,цель
template,template,plantilla,modelo,Vorlage,modèle,template,قالب,,modelo,,шаблон
temporary,temporary,temporal,temporário,temporär,temporaire,temporaneo,مؤقت,,temporário,,временный
terminal,terminal,terminal,terminal,Terminal,Terminal,terminale,طرفيّة,,terminal,,Терминал
test,test,prueba,teste,Test,tester,prova,اختبار,,teste,,тестовое задание
text,text,texto,texto,Text,texte,testo,نص,,texto,,текст
texture,texture,textura,textura,Textur,texture,texture,مادة - نسيج,,textura,,текстура
theme,theme,tema,tema,Stil,thème,tema,تيمة,,tema,,тема
thread,thread,hilo,discussão,thread,fil,thread,مؤشر ترابط - مناقشة,,discussão,,нить
thumbnail,thumbnail,miniatura de una imagen,miniatura,Minibild,la vignette,,مصغرات,,miniatura,,миниатюрами
tick,tick,marcar,tique,Kick,cocher,,اختر - ضع علامة,,tique,,поставить галочку
tile,tile,mosaico,,Titel,tuile,,تجانب,,,,плитка
time,time,tiempo,tempo,Zeit,temps,orario,وقت,,tempo,,время
timeout,time out,tiempo de espera,tempo limite,Wartezeit abgelaufen,temps libre,timeout,مهلة,,tempo limite,,Тайм-аут
tip,tip,consejo,dica,Tipp,pointe,suggerimento,تلميح,,dica,,совет
title,title,título,título,Titel,Titre,titolo,عنوان,,título,,заглавие
toggle,toggle,conmutar,alternar,An-/Ausschalten,basculer,,تبديل,,alternar,,тумблер
token,token,token,token,,jeton,token,رمز مميز,,token,,знак
tool,tool,herramienta,ferramenta,Werkzeug,outil,strumento,أداة,,ferramenta,,инструмент
toolbar,tool bar,barra de herramientas,barra de ferramentas,Werkzeugleiste,barre d'outils,barra degli strumenti,شريط الأدوات,,barra de ferramentas,,панель инструментов
toolbox,tool box,caja de herramientas,caixa de ferramentas,Werkzeugkasten,boîte à outils,pannello strumenti,صندوق أدوات,,caixa de ferramentas,,ящик для инструментов
topic,topic,tema,assunto,Thema,sujet,argomento,موضوع,,assunto,,тема
trace,trace,trazar,rastrear,Spur,trace,impronta,تتبع,,rastrear,,след
track,track,pista,pista,Gleis,Piste,traccia,مسار,,pista,,трек
traffic,traffic,tráfico,tráfego,Verkehr,trafic,traffico,حركة المرور -الضغط على الشبكة,,tráfego,,движение
transfer,transfer,transferencia,transferir,Übertragen,transfert,trasferimento,نقل - تحويل,,transferir,,перечислить
transform,transform,transformar,transformar,transformieren,transformer,trasforma,حوِّل,,transformar,,преобразование
transformation,transformation,transformación,transformação,Transformation,transformation,trasformazione,تحويل,,transformação,,преобразование
trap,trap,interceptor,,Falle,piège,trappola,مصيدة,,,,ловушка
trash,trash,papelera,lixo,Mülleimer,poubelle,cestino,سلة المهملات,,lixo,,мусор
trigger,trigger,iniciar,gatilho,Auslöser,déclencheur,trigger,مشغل,,gatilho,,спусковой крючок
troubleshoot,trouble shoot,resolución de problemas,,Fehler suchen,dépanner,,استكشاف الأخطاء وإصلاحها,,,,устранение
tune,tune,configurar,ajustar,abstimmen,régler,,موالفة,,ajustar,,мелодия
tweak,tweak,tweak,,optimieren,tordre,,طوِّع - تطويع,,,,щипать
typenoun,type (noun),tipo,tipo (substantivo),Typ,typenoun,tipo,نوع,,tipo (substantivo),,typenoun
typeverb,type (verb),escribir,digitar (verbo),tippen,typeverb,tipizzare,طباعة - إطبع,,digitar (verbo),,typeverb
typeface,type face,estilo de letras,,Schriftart,caractères,,نوع الخط,,,,гарнитура
unavailable,unavailable,no está disponible,indisponível,nicht verfügbar,indisponible,non disponibile,غير متوفر,,indisponível,,недоступен
undelete,undelete,no borrar,recuperar,wiederherstellen,Undelete,annulla la cancellazione,تراجع عن الحذف,,recuperar,,восстановить
underline,under line,subrayar,,unterstreichen,souligner,,تسطير,,,,подчеркивание
undo,undo,deshacer,desfazer,rückgängig machen,annuler,annulla,تراجع,,desfazer,,расстегивать
uninstall,uninstall,desinstalar,desinstalar,deinstallieren,désinstallation,disinstalla,إلغاء التثبيت,,desinstalar,,деинсталляция
unit,unit,unidad,unidade,Einheit,unité,unità,وحدة,,unidade,,единица измерения
unknown,unknown,desconocido,desconhecido,unbekannt,inconnu,sconosciuto,مجهول,,desconhecido,,неизвестный
unload,unload,descargar,descarregar,Entladen,décharger,scaricare,أفرِغ - إلغ التحميل,,descarregar,,разгружать
unspecified,unspecified,no especificado,,unbestimmt,non spécifié,non specificato,غير محدد,,,,неопределенные
unsubscribe,unsubscribe,no suscribirse,cancelar assinatura,abmelden,Se désabonner,annulla sottoscrizione,إالغاء الاشتراك,,cancelar assinatura,,отказаться от подписки
unsupported,unsupported,no soportado,não suportado,nicht unterstützt,non pris en charge,non supportato,غير مدعوم,,não suportado,,не поддерживается
update,update,actualizar,atualizar,aktualisieren,mettre à jour,aggiorna,تحديث,,atualizar,,Обновить
upgrade,upgrade,mejorar,atualização,aktualisieren,améliorer,aggiornamento,ترقية,,atualização,,Обновить
upload,upload,subir,carregar,Hochladen,télécharger,invia,إرفع,,carregar,,загружать
uppercase,upper case,mayúscula,maiúsculas,Großbuchstaben,majuscule,maiuscolo,أحرف كبيرة,,maiúsculas,,верхний регистр
usage,usage,uso,uso,Benutzung,usage,utilizzo,استخدام,,uso,,использование
user,user,usuario,usuário,Benutzer,utilisateur,utente,مستخدم,,usuário,,пользователь
username,user name,nombre de usuario,nome de usuário,Benutzername,Nom d'utilisateur,nome utente,اسم مستخدم,,nome de usuário,,имя пользователя
utility,utility,utilidad,utilitário,Hilfsprogramm,utilitaire,strumenti,وسيلة,,utilitário,,полезность
valid,valid,válido,válido,gültig,valide,valido,صالح - ساري المفعول,,válido,,действительный
validation,validation,validación,validação,Überprüfung,validation,validazione,مصادقة,,validação,,Проверка
validity,validity,validez,validade,Gültigkeit,validité,validità,صحة - صلاحية,,validade,,период действия
value,value,valor,valor,Wert,valeur,valore,قيمة,,valor,,значение
variable,variable,variable,variável,Variable,variable,variabile,متغير,,variável,,переменная
vector,vector,vector,vetor,Vektor,vecteur,vettore,متجه,,vetor,,вектор
verbose,verbose,verboso,detalhado,ausführlich,verbeux,dettagliato,مسهب - عرض تفصيلي,,detalhado,,подробный
verify,verify,verificar,verificar,überprüfen,Vérifier,verifica,تأكد,,verificar,,проверить
version,version,versión,versão,Version,version,versione,إصدار,,versão,,версия
video,video,vídeo,vídeo,Video,vidéo,video,فيديو,,vídeo,,видео
view,view,ver,exibir,Ansicht,vue,visualizza,اعرض,,exibir,,Посмотреть
viewer,viewer,visor,visualizador,Betrachter,téléspectateur,visualizzatore,عارض,,visualizador,,зритель
virtual,virtual,virtual,virtual,virtuell,virtuel,virtuale,افتراضي,,virtual,,виртуальный
virus,virus,virus,vírus,Virus,virus,virus,فيروس,,vírus,,вирус
visual,visual,visual,visual,visuell,visuel,visuale,مرئي,,visual,,визуальный
volume,volume,volumen,volume,Lautstärke,le volume,volume,حجم,,volume,,объем
wallpaper,wallpaper,papel tapiz,papel de parede,Hintergrundbild,fond d'écran,sfondo,خلفية الشاشة,,papel de parede,,обои на стену
warn,warn,advertir,avisar,warnen,prévenir,avviso,حذِّر,,avisar,,предупреждать
web,web,web,Web,Web,toile,web,شبكة,,Web,,Web
webcam,web cam,webcam,webcam,Webcam,webcam,webcam,كاميرا إنترنت,,webcam,,вебкамера
webmaster,web master,webmaster,webmaster,Webmaster,webmaster,webmaster,مسئول الموقع,,webmaster,,веб-мастер
webpage,web page,página web,site,Webseite,page Web,pagina web,صفحة إنترنت,,site,,страница интернета
wifi,wi fi,wifi,Wi-Fi,WLAN,Wifi,WiFi,شبكة انترنت لاسلكية,,Wi-Fi,,Wi-Fi
widget,widget,widget,widget,Widget,un widget,widget,عنصر واجهة المستخدم,,widget,,виджет
width,width,ancho,largura,Breite,largeur,larghezza,عرض,,largura,,ширина
wildcard,wild card,comodín,,Platzhalter,caractère générique,,بديل,,,,подстановочные
window,window,ventana,janela,Fenster,la fenêtre,finestra,نافذة,,janela,,окно
wizard,wizard,asistente,assistente,Assistent,assistant,procedura guidata,معالج,,assistente,,волшебник
wordprocessor,word processor,procesador de texto,processador de texto,Textverarbeitungsprogramm,traitement de texte,elaboratore di testi,معالج كلمات,,processador de texto,,текстовый редактор
workaround,work around,arreglo,contorno,Hilfskonstruktion,solution de contournement,,حل مؤقت,,contorno,,обходной путь
workgroup,work group,grupo de trabajo,grupo de trabalho,Arbeitsgruppe,groupe de travail,gruppo di lavoro,مجموعة عمل,,grupo de trabalho,,рабочая группа
workstation,work station,estación de trabajo,estação de trabalho,Arbeitsstation,station de travail,workstation,وحدة عمل,,estação de trabalho,,рабочая станция
wrap,wrap,ajuste,,umbrechen,emballer,avvolgere,التفاف,,,,заворачивать
yes,yes,sí,sim,ja,oui,sì,نعم,,sim,,да
zone,zone,zona,zona,Zone,zone,zona,منطقة,,zona,,зона
zoom,zoom,zoom,,Vergrößerung,grossissement,ingrandimento,تكبير,,,,зум
